"rid", "binaryID"
91,10000000000000000000000000000000010000000000000000000000000000000000000000000
727,10000000000000000000000000000000010000000000000000000000000000000000000000001
710,10000000000000000000000000000000010000000000000000000000000000000000000001100
696,10000000000000000000000000000000010000000000001000000000000001000000000000100
140,10000000000000000000000000000000010000000000001000000000000001000100000000000
617,10000000000000000000000000000000010000000000001000000000000001000100000000100
148,10000000000000000000000000000000010000000000001000000000000001000100000001000
840,10000000000000000000000000000000010000000000001000000000000001000100000001010
176,10000000000000000000000000000000010000000000001000000000000001000100000001100
626,10000000000000000000000000000000010000000000001000000000000001000100000001101
831,10000000000000000000000000000000010000000000001000000000000001000100000001110
188,10000000000000000000000000000000010000000000001000000000000001000100001000000
526,10000000000000000000000000000000010000000000001000000000000001000100001000001
814,10000000000000000000000000000000010000000000001000000000000001000100001001000
92,100000000000000000000000000000000100000000000000000000000000000000000000000000
722,100000000000000000000000000000000100000000000000000000000000000000000000000001
856,100000000000000000000000000000000100000000000000000000000000000000000000011000
850,100000000000000000000000000000000100000000000010000000000000010000000000001000
141,100000000000000000000000000000000100000000000010000000000000010001000000000000
835,100000000000000000000000000000000100000000000010000000000000010001000000001000
149,100000000000000000000000000000000100000000000010000000000000010001000000010000
666,100000000000000000000000000000000100000000000010000000000000010001000000010001
654,100000000000000000000000000000000100000000000010000000000000010001000000010100
177,100000000000000000000000000000000100000000000010000000000000010001000000011000
616,100000000000000000000000000000000100000000000010000000000000010001000000011001
588,100000000000000000000000000000000100000000000010000000000000010001000000011100
189,100000000000000000000000000000000100000000000010000000000000010001000010000000
528,100000000000000000000000000000000100000000000010000000000000010001000010000001
93,1000000000000000000000000000000001000000000000000000000000000000000000000000000
717,1000000000000000000000000000000001000000000000000000000000000000000000000000001
697,1000000000000000000000000000000001000000000000100000000000000100000000000010000
142,1000000000000000000000000000000001000000000000100000000000000100010000000000000
838,1000000000000000000000000000000001000000000000100000000000000100010000000000001
623,1000000000000000000000000000000001000000000000100000000000000100010000000010000
150,1000000000000000000000000000000001000000000000100000000000000100010000000100000
152,1000000000000000000000000000000001000000000000100000000000000100010000000100001
841,1000000000000000000000000000000001000000000000100000000000000100010000000101000
178,1000000000000000000000000000000001000000000000100000000000000100010000000110000
625,1000000000000000000000000000000001000000000000100000000000000100010000000110001
828,1000000000000000000000000000000001000000000000100000000000000100010000000111000
190,1000000000000000000000000000000001000000000000100000000000000100010000100000000
534,1000000000000000000000000000000001000000000000100000000000000100010000100000001
520,1000000000000000000000000000000001000000000000100000000000000100010000100000010
521,1000000000000000000000000000000001000000000000100000000000000100010000100000011
94,10000000000000000000000000000000010000000000000000000000000000000000000000000000
712,10000000000000000000000000000000010000000000000000000000000000000000000000000001
854,10000000000000000000000000000000010000000000001000000000000001000000000000100000
143,10000000000000000000000000000000010000000000001000000000000001000100000000000000
638,10000000000000000000000000000000010000000000001000000000000001000100000000000010
836,10000000000000000000000000000000010000000000001000000000000001000100000000100000
151,10000000000000000000000000000000010000000000001000000000000001000100000001000000
153,10000000000000000000000000000000010000000000001000000000000001000100000001000010
179,10000000000000000000000000000000010000000000001000000000000001000100000001100000
591,10000000000000000000000000000000010000000000001000000000000001000100000001100001
837,10000000000000000000000000000000010000000000001000000000000001000100000001100010
191,10000000000000000000000000000000010000000000001000000000000001000100001000000000
533,10000000000000000000000000000000010000000000001000000000000001000100001000000001
885,10000000000000000000000000000000010000000000001000000000000001000100001000000110
95,100000000000000000000000000000000100000000000000000000000000000000000000000000000
704,100000000000000000000000000000000100000000000000000000000000000000000000000000001
708,100000000000000000000000000000000100000000000000000000000000000000000000000000010
709,100000000000000000000000000000000100000000000000000000000000000000000000000000011
706,100000000000000000000000000000000100000000000010000000000000010000000000001000000
144,100000000000000000000000000000000100000000000010000000000000010001000000000000000
839,100000000000000000000000000000000100000000000010000000000000010001000000000000100
670,100000000000000000000000000000000100000000000010000000000000010001000000010000000
154,100000000000000000000000000000000100000000000010000000000000010001000000010000100
656,100000000000000000000000000000000100000000000010000000000000010001000000010000101
180,100000000000000000000000000000000100000000000010000000000000010001000000011000000
578,100000000000000000000000000000000100000000000010000000000000010001000000011000001
882,100000000000000000000000000000000100000000000010000000000000010001000000011000010
192,100000000000000000000000000000000100000000000010000000000000010001000010000000000
548,100000000000000000000000000000000100000000000010000000000000010001000010000000010
549,100000000000000000000000000000000100000000000010000000000000010001000010000000011
516,100000000000000000000000000000000100000000000010000000000000010001000010000001100
701,1000000000000000000000000000000001000000000000000000000000000000000000000000000010
702,1000000000000000000000000000000001000000000000000000000000000000000000000000000011
859,1000000000000000000000000000000001000000000000000000000000000000000000000000000110
858,1000000000000000000000000000000001000000000000100000000000000100000000000010000000
842,1000000000000000000000000000000001000000000000100000000000000100010000000100000000
155,1000000000000000000000000000000001000000000000100000000000000100010000000100001000
641,1000000000000000000000000000000001000000000000100000000000000100010000000100001010
642,1000000000000000000000000000000001000000000000100000000000000100010000000100001011
181,1000000000000000000000000000000001000000000000100000000000000100010000000110000000
818,1000000000000000000000000000000001000000000000100000000000000100010000000110000010
825,1000000000000000000000000000000001000000000000100000000000000100010000000110000100
826,1000000000000000000000000000000001000000000000100000000000000100010000000110000101
193,1000000000000000000000000000000001000000000000100000000000000100010000100000000000
805,1000000000000000000000000000000001000000000000100000000000000100010000100000000001
551,1000000000000000000000000000000001000000000000100000000000000100010000100000000100
555,1000000000000000000000000000000001000000000000100000000000000100010000100000000101
156,10000000000000000000000000000000010000000000001000000000000001000100000001000010000
571,10000000000000000000000000000000010000000000001000000000000001000100000001100000100
580,10000000000000000000000000000000010000000000001000000000000001000100000001100001000
582,10000000000000000000000000000000010000000000001000000000000001000100000001100001010
194,10000000000000000000000000000000010000000000001000000000000001000100001000000000000
807,10000000000000000000000000000000010000000000001000000000000001000100001000000000001
542,10000000000000000000000000000000010000000000001000000000000001000100001000000000010
813,10000000000000000000000000000000010000000000001000000000000001000100001000000001000
812,10000000000000000000000000000000010000000000001000000000000001000100001000000001010
157,100000000000000000000000000000000100000000000010000000000000010001000000010000100000
681,100000000000000000000000000000000100000000000010000000000000010001000000010000100001
820,100000000000000000000000000000000100000000000010000000000000010001000000011000010000
821,100000000000000000000000000000000100000000000010000000000000010001000000011000010100
562,100000000000000000000000000000000100000000000010000000000000010001000010000000000000
552,100000000000000000000000000000000100000000000010000000000000010001000010000000000010
801,100000000000000000000000000000000100000000000010000000000000010001000010000000000100
564,100000000000000000000000000000000100000000000010000000000000010001000010000000010100
158,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000
662,1000000000000000000000000000000001000000000000100000000000000100010000000100001000001
565,1000000000000000000000000000000001000000000000100000000000000100010000100000000000000
577,1000000000000000000000000000000001000000000000100000000000000100010000100000000000001
810,1000000000000000000000000000000001000000000000100000000000000100010000100000000000100
535,1000000000000000000000000000000001000000000000100000000000000100010000100000000001000
816,1000000000000000000000000000000001000000000000100000000000000100010000100000000101000
159,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000
678,10000000000000000000000000000000010000000000001000000000000001000100000001000010000010
817,10000000000000000000000000000000010000000000001000000000000001000100001000000000000000
556,10000000000000000000000000000000010000000000001000000000000001000100001000000000001000
800,10000000000000000000000000000000010000000000001000000000000001000100001000000000010000
160,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000
659,100000000000000000000000000000000100000000000010000000000000010001000000010000100000001
808,100000000000000000000000000000000100000000000010000000000000010001000010000000000010000
545,100000000000000000000000000000000100000000000010000000000000010001000010000000000100000
161,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000000
167,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001
561,1000000000000000000000000000000001000000000000100000000000000100010000100000000000100000
162,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000000
683,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000001
168,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000010
630,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000011
163,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000000
672,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000001
169,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000100
607,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000101
833,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000110
164,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000000000
170,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001000
604,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001001
608,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001100
165,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000000000
171,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000010000
614,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000010001
824,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000010010
605,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000011000
606,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000011001
166,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000000000
172,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000100000
592,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000100001
832,100000000000000000000000000000000100000000000010000000000000010001000000010000100000000110000
648,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000000000000
173,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001000000
613,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001000001
827,1000000000000000000000000000000001000000000000100000000000000100010000000100001000000001000010
585,10000000000000000000000000000000010000000000001000000000000001000100000001000010000000010000100
